[backend] using ollama
[ollama] (537/839) MAR202025_04B5203.txt
[ollama] (538/839) MAR202025_05B5203.txt
[ollama] (539/839) MAR202025_06B5203.txt
[ollama] (540/839) MAR202025_07B5203.txt
[ollama] (541/839) MAR202025_08B5203.txt
[ollama] (542/839) MAR212025_01B5203.txt
[ollama] (543/839) MAR212025_02B5203.txt
[ollama] (544/839) MAR212025_03B5203.txt
[ollama] (545/839) MAR212025_04B5203.txt
[ollama] (546/839) MAR242025_01B5203.txt
[ollama] (547/839) MAR242025_02B5203.txt
[ollama] (548/839) MAR242025_03B5203.txt
[ollama] (549/839) MAR242025_04B5203.txt
[ollama] (550/839) MAR242025_05B5203.txt
[ollama] (551/839) MAR242025_06B5203.txt
[ollama] (552/839) MAR242025_07B5203.txt
[ollama] (553/839) MAR252025_01B5203.txt
[ollama] (554/839) MAR252025_02B5203.txt
[ollama] (555/839) MAR252025_03B5203.txt
[ollama] (556/839) MAR252025_04B5203.txt
[ollama] (557/839) MAR252025_05B5203.txt
[ollama] (558/839) MAR252025_06B5203.txt
[ollama] (559/839) MAR252025_07B5203.txt
[ollama] (560/839) MAR252025_08B5203.txt
[taxonomy] new denial reason(s) from MAR252025_08B5203.txt: the proposed endeavor lacks national importance, the specific proposed endeavor does not meet the 'national importance' element of the first prong of the Dhanasar framework, there is no sufficient documentary evidence to support the broader impact of the specific proposed endeavor on the industry
[ollama] (561/839) MAR252025_09B5203.txt
[ollama] (562/839) MAR252025_10B5203.txt
[ollama] (563/839) MAR252025_11B5203.txt
[ollama] (564/839) MAR252025_12B5203.txt
[ollama] (565/839) MAR252025_13B5203.txt
[ollama] (566/839) MAR252025_14B5203.txt
[taxonomy] new denial reason(s) from MAR252025_14B5203.txt: the Petitioner has not established that she meets at least three of the six initial evidentiary criteria, and she is not otherwise eligible for the requested benefit., the record does not cumulatively demonstrate that she has at least ten years of full-time experience in her occupation., she did not submit any information about the requirements to be a member so that the Director could determine whether the association was professional in nature., her recommendation letters do not explain how her skills and professional experience constitute recognition of achievements and significant contributions to the industry or field.
[ollama] (567/839) MAR262025_01B5203.txt
[ollama] (568/839) MAR262025_02B5203.txt
[ollama] (569/839) MAR262025_03B5203.txt
[ollama] (570/839) MAR262025_04B5203.txt
[ollama] (571/839) MAR262025_05B5203.txt
[ollama] (572/839) MAR262025_06B5203.txt
[ollama] (573/839) MAR272025_01B5203.txt
[taxonomy] new denial reason(s) from MAR272025_01B5203.txt: Petitioner did not establish that his proposed endeavor would have substantial national implications or have a broader impact beyond the individuals directly served by his company., The record does not establish the Petitioner's proposed endeavor will have substantial positive impacts on the U.S. economy.
[ollama] (574/839) MAR272025_02B5203.txt
[ollama] (575/839) MAR272025_03B5203.txt
[ollama] (576/839) MAR272025_04B5203.txt
[ollama] (577/839) MAR272025_05B5203.txt
[ollama] (578/839) MAR282025_01B5203.txt
[ollama] (579/839) MAR282025_02B5203.txt
[ollama] (580/839) MAR282025_03B5203.txt
[ollama] (581/839) MAR282025_04B5203.txt
[ollama] (582/839) MAR282025_06B5203.txt
[taxonomy] new denial reason(s) from MAR282025_06B5203.txt: the record did not establish that the Petitioner meets at least three of the six initial evidentiary criteria for exceptional ability
[ollama] (583/839) MAR312025_01B5203.txt
[taxonomy] new denial reason(s) from MAR312025_01B5203.txt: the endeavor has substantial merit but does not have national importance under the Dhanasar framework
[ollama] (584/839) MAR312025_02B5203.txt
[ollama] (585/839) MAR312025_03B5203.txt
[taxonomy] new denial reason(s) from MAR312025_03B5203.txt: the proposed endeavor lacks national importance under the Dhanasar framework
[ollama] (586/839) MAY012025_01B5203.txt
[ollama] (587/839) MAY012025_02B5203.txt
[ollama] (588/839) MAY012025_03B5203.txt
[ollama] (589/839) MAY012025_04B5203.txt
[ollama] (590/839) MAY012025_05B5203.txt
[taxonomy] new denial reason(s) from MAY012025_05B5203.txt: the record does not cumulatively demonstrate that she has at least ten years of full-time experience in her occupation
[ollama] (591/839) MAY012025_06B5203.txt
[ollama] (592/839) MAY012025_07B5203.txt
[ollama] (593/839) MAY012025_08B5203.txt
[ollama] (594/839) MAY022025_01B5203.txt
[ollama] (595/839) MAY022025_02B5203.txt
[ollama] (596/839) MAY022025_03B5203.txt
[ollama] (597/839) MAY022025_04B5203.txt
[ollama] (598/839) MAY022025_05B5203.txt
[ollama] (599/839) MAY022025_06B5203.txt
[ollama] (600/839) MAY062025_01B5203.txt
[ollama] (601/839) MAY062025_02B5203.txt
[taxonomy] new denial reason(s) from MAY062025_02B5203.txt: substantial merit but does not have national importance under the Dhanasar framework, Petitioner did not establish that she meets at least three of the six initial evidentiary criteria for exceptional ability
[ollama] (602/839) MAY062025_03B5203.txt
[ollama] (603/839) MAY062025_04B5203.txt
[ollama] (604/839) MAY072025_01B5203.txt
[ollama] (605/839) MAY072025_02B5203.txt
[ollama] (606/839) MAY072025_03B5203.txt
[ollama] (607/839) MAY072025_04B5203.txt
[taxonomy] new denial reason(s) from MAY072025_04B5203.txt: the endeavor lacks national importance under the Dhanasar framework
[ollama] (608/839) MAY072025_05B5203.txt
[taxonomy] new denial reason(s) from MAY072025_05B5203.txt: U.S. Department ofLabor's educational requirement for trucking occupations does not require a bachelor's degree or its foreign equivalent.
[ollama] (609/839) MAY082025_01B5203.txt
[ollama] (610/839) MAY082025_02B5203.txt
[ollama] (611/839) MAY082025_03B5203.txt
[ollama] (612/839) MAY082025_04B5203.txt
[ollama] (613/839) MAY082025_05B5203.txt
[ollama] (614/839) MAY082025_06B5203.txt
[ollama] (615/839) MAY092025_01B5203.txt
[ollama] (616/839) MAY092025_02B5203.txt
[ollama] (617/839) MAY092025_03B5203.txt
[ollama] (618/839) MAY092025_04B5203.txt
[ollama] (619/839) MAY092025_05B5203.txt
[taxonomy] new denial reason(s) from MAY092025_05B5203.txt: Petitioner did not establish that her proposed endeavor would have substantial national implications or have a broader impact beyond the individuals directly served by his company., Petitioner did not provide evidence showing she earned a degree above that of a U.S. bachelor’s, and thus must also demonstrate she satisfies the five-year experiential requirement.
[ollama] (620/839) MAY092025_06B5203.txt
[ollama] (621/839) MAY092025_07B5203.txt
[ollama] (622/839) MAY092025_08B5203.txt
[ollama] (623/839) MAY122025_01B5203.txt
[taxonomy] new denial reason(s) from MAY122025_01B5203.txt: on balance, waiving the job offer requirement would not benefit the United States
[ollama] (624/839) MAY122025_02B5203.txt
[ollama] (625/839) MAY122025_03B5203.txt
[ollama] (626/839) MAY122025_04B5203.txt
[taxonomy] new denial reason(s) from MAY122025_04B5203.txt: the proposed endeavor has national or even global implications within the field
[ollama] (627/839) MAY132025_01B5203.txt
[taxonomy] new denial reason(s) from MAY132025_01B5203.txt: the proposed endeavor has substantial merit but does not have national importance under the Dhanasar framework
[ollama] (628/839) MAY132025_02B5203.txt
[ollama] (629/839) MAY132025_03B5203.txt
[ollama] (630/839) MAY132025_04B5203.txt
[ollama] (631/839) MAY132025_05B5203.txt
[ollama] (632/839) MAY142025_01B5203.txt
[taxonomy] new denial reason(s) from MAY142025_01B5203.txt: the proposed endeavor has no significant potential to employ U.S. workers (even in economically depressed areas), the proposed endeavor has no substantial positive economic effects, there is insufficient evidence of national or even global implications within the field
[ollama] (633/839) MAY142025_03B5203.txt
[ollama] (634/839) MAY142025_04B5203.txt
[ollama] (635/839) MAY142025_05B5203.txt
[ollama] (636/839) MAY142025_06B5203.txt
[taxonomy] new denial reason(s) from MAY142025_06B5203.txt: the Petitioner did not provide sufficient evidence to demonstrate his degree is the foreign equivalent of a U.S. bachelor's degree., substantial merit and national importance, but on balance waiving the job offer requirement would not benefit the United States, the record did not establish that the Petitioner has at least three of the six initial evidentiary criteria for exceptional ability
[ollama] (637/839) MAY142025_07B5203.txt
[ollama] (638/839) MAY142025_08B5203.txt
[ollama] (639/839) MAY152025_01B5203.txt
[ollama] (640/839) MAY152025_02B5203.txt
[ollama] (641/839) MAY152025_03B5203.txt
[ollama] (642/839) MAY152025_04B5203.txt
[ollama] (643/839) MAY152025_05B5203.txt
[ollama] (644/839) MAY152025_06B5203.txt
[ollama] (645/839) MAY162025_01B5203.txt
[ollama] (646/839) MAY162025_02B5203.txt
[ollama] (647/839) MAY162025_03B5203.txt
[ollama] (648/839) MAY162025_04B5203.txt
[ollama] (649/839) MAY162025_05B5203.txt
[taxonomy] new denial reason(s) from MAY162025_05B5203.txt: the proposed endeavor impact limited to employer/clients/region
[ollama] (650/839) MAY162025_06B5203.txt
[ollama] (651/839) MAY162025_07B5203.txt
[taxonomy] new denial reason(s) from MAY162025_07B5203.txt: SUBSTANTIAL_MERIT_NOT_SUFFICIENT
[ollama] (652/839) MAY162025_08B5203.txt
[ollama] (653/839) MAY162025_09B5203.txt
[ollama] (654/839) MAY192025_01B5203.txt
[ollama] (655/839) MAY192025_02B5203.txt
[ollama] (656/839) MAY192025_03B5203.txt
[ollama] (657/839) MAY192025_04B5203.txt
[ollama] (658/839) MAY192025_05B5203.txt
[ollama] (659/839) MAY192025_06B5203.txt
[ollama] (660/839) MAY192025_07B5203.txt
[ollama] (661/839) MAY202025_01B5203.txt
[ollama] (662/839) MAY202025_02B5203.txt
[ollama] (663/839) MAY202025_03B5203.txt
[ollama] (664/839) MAY212025_01B5203.txt
[ollama] (665/839) MAY212025_02B5203.txt
[taxonomy] new denial reason(s) from MAY212025_02B5203.txt: substantial merit and national importance but on balance waiving the job offer requirement would not benefit the United States, Petitioner did not establish that she meets at least three of the six initial evidentiary criteria, and she is not otherwise eligible for the requested benefit.
[ollama] (666/839) MAY212025_03B5203.txt
[ollama] (667/839) MAY212025_04B5203.txt
[ollama] (668/839) MAY212025_05B5203.txt
[ollama] (669/839) MAY222025_01B5203.txt
[ollama] (670/839) MAY222025_02B5203.txt
[ollama] (671/839) MAY222025_03B5203.txt
[ollama] (672/839) MAY222025_04B5203.txt
[ollama] (673/839) MAY222025_05B5203.txt
[ollama] (674/839) MAY222025_06B5203.txt
[ollama] (675/839) MAY222025_07B5203.txt
[ollama] (676/839) MAY232025_01B5203.txt
[ollama] (677/839) MAY232025_02B5203.txt
[ollama] (678/839) MAY232025_03B5203.txt
[ollama] (679/839) MAY232025_04B5203.txt
[ollama] (680/839) MAY272025_01B5203.txt
[ollama] (681/839) MAY272025_02B5203.txt
[ollama] (682/839) MAY272025_03B5203.txt
[ollama] (683/839) MAY272025_04B5203.txt
[ollama] (684/839) MAY282025_01B5203.txt
[ollama] (685/839) MAY282025_02B5203.txt
[ollama] (686/839) MAY282025_03B5203.txt
[ollama] (687/839) MAY282025_04B5203.txt
[ollama] (688/839) MAY282025_05B5203.txt
[taxonomy] new denial reason(s) from MAY282025_05B5203.txt: the proposed endeavor has other substantial positive economic effects, particularly in an economically depressed area
[ollama] (689/839) MAY292025_01B5203.txt
[ollama] (690/839) MAY292025_02B5203.txt
[ollama] (691/839) MAY292025_03B5203.txt
[ollama] (692/839) MAY302025_01B5203.txt
[ollama] (693/839) MAY302025_02B5203.txt
[ollama] (694/839) MAY302025_03B5203.txt
[ollama] (695/839) MAY302025_04B5203.txt
[ollama] (696/839) MAY302025_05B5203.txt
[ollama] (697/839) MAY302025_06B5203.txt
[ollama] (698/839) NOV032025_01B5203.txt
[ollama] (699/839) NOV032025_02B5203.txt
[ollama] (700/839) NOV042025_01B5203.txt
[ollama] (701/839) NOV042025_02B5203.txt
[ollama] (702/839) NOV042025_03B5203.txt
[ollama] (703/839) NOV042025_04B5203.txt
[ollama] (704/839) NOV042025_05B5203.txt
[ollama] (705/839) NOV052025_01B5203.txt
[ollama] (706/839) NOV062025_01B5203.txt
[ollama] (707/839) NOV062025_02B5203.txt
[ollama] (708/839) NOV072025_01B5203.txt
[ollama] (709/839) NOV072025_02B5203.txt
[ollama] (710/839) NOV072025_03B5203.txt
[ollama] (711/839) NOV102025_01B5203.txt
[ollama] (712/839) NOV102025_02B5203.txt
[ollama] (713/839) NOV102025_03B5203.txt
[ollama] (714/839) NOV102025_04B5203.txt
[ollama] (715/839) NOV102025_05B5203.txt
[ollama] (716/839) NOV102025_06B5203.txt
[ollama] (717/839) NOV102025_07B5203.txt
[ollama] (718/839) NOV122025_01B5203.txt
[ollama] (719/839) NOV122025_02B5203.txt
[ollama] (720/839) NOV122025_03B5203.txt
[ollama] (721/839) NOV122025_04B5203.txt
[ollama] (722/839) NOV132025_01B5203.txt
[taxonomy] new denial reason(s) from NOV132025_01B5203.txt: Petitioner did not establish that her proposed endeavor would have substantial national implications or have a broader impact beyond the individuals directly served by his company
[ollama] (723/839) NOV132025_02B5203.txt
[ollama] (724/839) NOV132025_03B5203.txt
[taxonomy] new denial reason(s) from NOV132025_03B5203.txt: the Petitioner has not provided sufficient evidence to demonstrate his degree is the foreign equivalent of a U.S. bachelor's degree., Petitioner did not provide evidence showing he earned a degree above that of a U.S. bachelor's, and thus must also demonstrate he satisfies the five-year experiential requirement.
[ollama] (725/839) NOV132025_04B5203.txt
[ollama] (726/839) NOV132025_05B5203.txt
[ollama] (727/839) NOV132025_06B5203.txt
[taxonomy] new denial reason(s) from NOV132025_06B5203.txt: the field of endeavor conflated with the position as an applied scientist
[ollama] (728/839) NOV142025_01B5203.txt
[ollama] (729/839) NOV142025_02B5203.txt
[ollama] (730/839) NOV142025_03B5203.txt
[taxonomy] new denial reason(s) from NOV142025_03B5203.txt: the Petitioner had not met three of the six required initial criteria in order to conduct a final merits determination
[ollama] (731/839) NOV172025_02B5203.txt
[taxonomy] new denial reason(s) from NOV172025_02B5203.txt: Petitioner did not provide sufficient evidence showing she earns a degree above that of a U.S. bachelor's, and thus must also demonstrate she satisfies the five-year experiential requirement.
[ollama] (732/839) NOV172025_03B5203.txt
[ollama] (733/839) NOV182025_01B5203.txt
[ollama] (734/839) NOV182025_02B5203.txt
[ollama] (735/839) NOV182025_03B5203.txt
[ollama] (736/839) NOV182025_04B5203.txt
[ollama] (737/839) NOV182025_05B5203.txt
[ollama] (738/839) NOV182025_06B5203.txt
[ollama] (739/839) NOV192025_01B5203.txt
[ollama] (740/839) NOV192025_02B5203.txt
[ollama] (741/839) NOV192025_03B5203.txt
[ollama] (742/839) NOV202025_01B5203.txt
[ollama] (743/839) NOV202025_02B5203.txt
[ollama] (744/839) NOV202025_03B5203.txt
[ollama] (745/839) NOV202025_04B5203.txt
[ollama] (746/839) NOV202025_05B5203.txt
[ollama] (747/839) NOV242025_01B5203.txt
[ollama] (748/839) NOV242025_02B5203.txt
[taxonomy] new denial reason(s) from NOV242025_02B5203.txt: the Petitioner did not provide sufficient evidence showing he earned a degree above that of a U.S. bachelor's, and thus must also demonstrate he satisfies the five-year experiential requirement.
[ollama] (749/839) NOV242025_03B5203.txt
[ollama] (750/839) NOV242025_04B5203.txt
[ollama] (751/839) NOV242025_05B5203.txt
[ollama] (752/839) NOV242025_06B5203.txt
[ollama] (753/839) NOV242025_07B5203.txt
[ollama] (754/839) NOV242025_08B5203.txt
[taxonomy] new denial reason(s) from NOV242025_08B5203.txt: PETITIONERS_EDUCATION_ELIGIBILITY_NOT_SUPPORTED充分證據未支持申請人的教育資格
[ollama] (755/839) NOV242025_09B5203.txt
[ollama] (756/839) NOV242025_10B5203.txt
[taxonomy] new denial reason(s) from NOV242025_10B5203.txt: Petitioner did not establish that his proposed endeavor would have substantial national implications or have a broader impact beyond the individuals directly served by his company
[ollama] (757/839) NOV242025_11B5203.txt
[taxonomy] new denial reason(s) from NOV242025_11B5203.txt: the Petitioner did not establish that she meets at least three of the six initial evidentiary criteria, and she is not otherwise eligible for the requested benefit.
[ollama] (758/839) NOV242025_12B5203.txt
[taxonomy] new denial reason(s) from NOV242025_12B5203.txt: substantial merit and national importance held not to confer national importance, substantive merit but does not have national importance under the Dhanasar framework, the specific proposed endeavor lacks significant potential to employ U.S. workers (even in economically depressed areas), the specific proposed endeavor has no substantial positive economic effects
[ollama] (759/839) NOV252025_01B5203.txt
[taxonomy] new denial reason(s) from NOV252025_01B5203.txt: SUBSTANTIVE_MERIT_NOT_SUFFICIENT
[ollama] (760/839) NOV252025_02B5203.txt
[ollama] (761/839) NOV252025_03B5203.txt
[ollama] (762/839) NOV252025_04B5203.txt
[ollama] (763/839) NOV252025_05B5203.txt
[ollama] (764/839) NOV262025_01B5203.txt
[ollama] (765/839) OCT012025_01B5203.txt
[ollama] (766/839) OCT012025_02B5203.txt
[ollama] (767/839) OCT012025_03B5203.txt
[ollama] (768/839) OCT012025_04B5203.txt
[ollama] (769/839) OCT012025_05B5203.txt
[ollama] (770/839) OCT012025_06B5203.txt
[ollama] (771/839) OCT012025_07B5203.txt
[ollama] (772/839) OCT012025_08B5203.txt
[ollama] (773/839) OCT012025_09B5203.txt
[ollama] (774/839) OCT022025_01B5203.txt
[ollama] (775/839) OCT022025_02B5203.txt
[ollama] (776/839) OCT022025_03B5203.txt
[ollama] (777/839) OCT022025_04B5203.txt
[ollama] (778/839) OCT022025_05B5203.txt
[ollama] (779/839) OCT022025_06B5203.txt
[ollama] (780/839) OCT022025_07B5203.txt
[ollama] (781/839) OCT022025_08B5203.txt
[ollama] (782/839) OCT022025_09B5203.txt
[ollama] (783/839) OCT022025_10B5203.txt
[ollama] (784/839) OCT032025_01B5203.txt
[ollama] (785/839) OCT032025_02B5203.txt
[ollama] (786/839) OCT062025_01B5203.txt
[ollama] (787/839) OCT062025_02B5203.txt
[ollama] (788/839) OCT062025_03B5203.txt
[ollama] (789/839) OCT062025_04B5203.txt
[ollama] (790/839) OCT072025_01B5203.txt
[ollama] (791/839) OCT072025_02B5203.txt
[ollama] (792/839) OCT072025_03B5203.txt
[ollama] (793/839) OCT082025_01B5203.txt
[ollama] (794/839) OCT082025_02B5203.txt
[ollama] (795/839) OCT082025_03B5203.txt
[ollama] (796/839) OCT082025_04B5203.txt
[ollama] (797/839) OCT092025_01B5203.txt
[ollama] (798/839) OCT092025_02B5203.txt
[ollama] (799/839) OCT092025_03B5203.txt
[ollama] (800/839) OCT092025_04B5203.txt
[ollama] (801/839) OCT092025_05B5203.txt
[ollama] (802/839) OCT102025_02B5203.txt
[ollama] (803/839) OCT142025_01B5203.txt
[ollama] (804/839) OCT142025_02B5203.txt
[ollama] (805/839) OCT142025_03B5203.txt
[ollama] (806/839) OCT142025_04B5203.txt
[ollama] (807/839) OCT142025_05B5203.txt
[ollama] (808/839) OCT142025_06B5203.txt
[taxonomy] new denial reason(s) from OCT142025_06B5203.txt: the Petitioner did not establish that her proposed endeavor would have substantial national implications or have a broader impact beyond the individuals directly served by his company.
[ollama] (809/839) OCT162025_01B5203.txt
[taxonomy] new denial reason(s) from OCT162025_01B5203.txt: the Petitioner's proposed endeavor impact limited to employer/clients/region
[ollama] (810/839) OCT162025_02B5203.txt
[taxonomy] new denial reason(s) from OCT162025_02B5203.txt: the record does not establish the broader implications of her proposed endeavor on the public transportation industry as Dhanasar requires, the Petitioner did not provide sufficient evidence showing she earned a degree above that of a U.S. bachelor's, and thus must also demonstrate she satisfies the five-year experiential requirement., the record does not establish how her plans will impact the public transportation industry more broadly in order to establish the national or global implications of her proposed endeavor, SCOPS used inconsistent pronouns in their decision and it 'raises concerns about the individualized nature of the adjudication.'
[ollama] (811/839) OCT162025_03B5203.txt
[ollama] (812/839) OCT162025_04B5203.txt
[taxonomy] new denial reason(s) from OCT162025_04B5203.txt: national or even global implications within the field, other substantial positive economic effects, particularly in an economically depressed area
[ollama] (813/839) OCT162025_05B5203.txt
[ollama] (814/839) OCT172025_01B5203.txt
[ollama] (815/839) OCT172025_02B5203.txt
[ollama] (816/839) OCT202025_01B5203.txt
[ollama] (817/839) OCT312025_01B5203.txt
[ollama] (818/839) SEP032025_01B5203.txt
[taxonomy] new denial reason(s) from SEP032025_01B5203.txt: the record does not establish the Petitioner's proposed endeavor will have substantial positive impacts on the U.S. economy
[ollama] (819/839) SEP052025_01B5203.txt
[ollama] (820/839) SEP082025_01B5203.txt
[ollama] (821/839) SEP082025_02B5203.txt
[ollama] (822/839) SEP082025_03B5203.txt
[ollama] (823/839) SEP102025_01B5203.txt
[ollama] (824/839) SEP102025_02B5203.txt
[ollama] (825/839) SEP112025_01B5203.txt
[ollama] (826/839) SEP112025_02B5203.txt
[ollama] (827/839) SEP112025_03B5203.txt
[ollama] (828/839) SEP152025_01B5203.txt
[ollama] (829/839) SEP152025_02B5203.txt
[ollama] (830/839) SEP152025_03B5203.txt
[ollama] (831/839) SEP222025_01B5203.txt
[ollama] (832/839) SEP222025_02B5203.txt
[ollama] (833/839) SEP232025_01B5203.txt
[ollama] (834/839) SEP232025_02B5203.txt
[ollama] (835/839) SEP292025_01B5203.txt
[ollama] (836/839) SEP302025_01B5203.txt
[taxonomy] new denial reason(s) from SEP302025_01B5203.txt: the record did not establish the Petitioner's proposed endeavor will have substantial positive impacts on the U.S. economy, SCOPS found that the Petitioner demonstrated the substantial merit of his proposed endeavor, the Petitioner did not provide sufficient evidence to demonstrate he is well-positioned to advance his proposed endeavor
[ollama] (837/839) SEP302025_02B5203.txt
[ollama] (838/839) SEP302025_03B5203.txt
[ollama] (839/839) SEP302025_06B5203.txt
[taxonomy] new denial reason(s) from SEP302025_06B5203.txt: the Petitioner's current brief does not address the most recent decision on his first motion
[done] wrote 839 result(s) this run (1226 total) -> /Users/iuryliraribeiro/Source/niw-eb2-monitor/data/results
[done] wrote /Users/iuryliraribeiro/Source/niw-eb2-monitor/data/results/summary.csv
[done] wrote /Users/iuryliraribeiro/Source/niw-eb2-monitor/REPORT.md
